FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,Veg,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
2800,2301,2018-12-18 16:00:00,-121.929182,38.11205,0,0,0,0,SIMP02,10,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9336,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09336,1.892050028,0.765684009,607.8719529,7655.960705
2801,2377,2018-12-31 18:00:00,-121.929432,38.112066,0,0,0,0,SIMP02,13,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9336,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09336,1.892050028,0.765684009,607.8719529,7655.960705
2802,2439,2019-01-14 00:00:00,-121.928866,38.112116,0,0,0,0,SIMP02,13,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9336,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09336,1.892050028,0.765684009,607.8719529,7655.960705
2803,2566,2019-02-03 22:00:00,-121.929216,38.111766,0,0,0,0,SIMP02,19,0,0,0,0,0,4140,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9336,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09336,1.892050028,0.765684009,607.8719529,7655.960705
2804,3773,2019-06-05 14:00:00,-121.929366,38.1125,0,0,0,0,SIMP02,31,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9336,Sarcocornia pacifica - Crypsis schoenoides,Association,Salicornia pacifica - Crypsis schoenoides Association,8111304,Salicornia pacifica-Crypsis schoenoides Association,350,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.17,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09336,1.892050028,0.765684009,607.8719529,7655.960705
2805,2237,2018-12-11 00:00:00,-121.934633,38.11185,0,0,0,0,SIMP02,16,0,0,0,0,0,4080,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2806,2276,2018-12-16 00:00:00,-121.934166,38.11185,0,0,0,0,SIMP02,16,0,0,0,0,0,4090,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2807,2281,2018-12-16 16:00:00,-121.934449,38.112033,0,0,0,0,SIMP02,10,0,0,0,0,0,4070,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2808,2354,2018-12-28 14:00:00,-121.934983,38.1121,0,0,0,0,SIMP02,20,0,0,0,0,0,4120,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2809,2404,2019-01-09 00:00:00,-121.934216,38.111883,0,0,0,0,SIMP02,16,0,0,0,0,0,4080,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2810,2419,2019-01-11 02:00:00,-121.934966,38.11215,0,0,0,0,SIMP02,22,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2811,2433,2019-01-13 02:00:00,-121.935016,38.112066,0,0,0,0,SIMP02,16,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2812,2441,2019-01-14 14:00:00,-121.938249,38.113766,0,0,0,0,SIMP02,20,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2813,2485,2019-01-22 14:00:00,-121.935083,38.112283,0,0,0,0,SIMP02,6,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2814,2513,2019-01-27 02:00:00,-121.934649,38.111833,0,0,0,0,SIMP02,16,0,0,0,0,0,3770,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2815,2514,2019-01-27 14:00:00,-121.934733,38.111933,0,0,0,0,SIMP02,20,0,0,0,0,0,3770,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2816,2520,2019-01-28 02:00:00,-121.934466,38.111933,0,0,0,0,SIMP02,17,0,0,0,0,0,3820,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2817,2521,2019-01-28 14:00:00,-121.935749,38.112466,0,0,0,0,SIMP02,21,0,0,0,0,0,3820,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2818,2535,2019-01-30 14:00:00,-121.935649,38.112633,0,0,0,0,SIMP02,20,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2819,2537,2019-01-30 18:00:00,-121.933749,38.111483,0,0,0,0,SIMP02,43,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2820,2543,2019-01-31 18:10:00,-121.934716,38.112183,0,0,0,0,SIMP02,28,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2821,2547,2019-02-01 02:00:00,-121.938249,38.1137,0,0,0,0,SIMP02,16,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2822,2590,2019-02-07 14:00:00,-121.936716,38.113383,0,0,0,0,SIMP02,15,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2823,2593,2019-02-07 20:00:00,-121.935749,38.11275,0,0,0,0,SIMP02,13,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2824,2618,2019-02-11 14:00:00,-121.937449,38.113416,0,0,0,0,SIMP02,17,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2825,2688,2019-02-21 14:00:00,-121.936666,38.113333,0,0,0,0,SIMP02,18,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2826,2731,2019-02-27 16:00:00,-121.936149,38.113083,0,0,0,0,SIMP02,11,0,0,0,0,0,4040,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2827,2773,2019-03-05 14:00:00,-121.936366,38.112933,0,0,0,0,SIMP02,14,0,0,0,0,0,4150,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2828,2787,2019-03-07 14:00:00,-121.935116,38.112066,0,0,0,0,SIMP02,16,0,0,0,0,0,4160,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2829,2813,2019-03-11 00:00:00,-121.934333,38.111933,0,0,0,0,SIMP02,15,0,0,0,0,0,4130,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
2830,2862,2019-03-18 13:00:00,-121.935883,38.112766,0,0,0,0,SIMP02,19,0,0,0,0,0,4110,gps,Circus cyaneus,48531033701,SIMP 02,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, , ,9339,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,25-50%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),4,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA09339,6.403870106,2.591550112,2000.905003,25912.5771
